제목,작성자,작성일,조회수,좋아요
진짜 죽을까 미술 그만둘까 고민했는데,다원쌤,2024.11.12.,1765,N/A
N/A,다원쌤,N/A,N/A,N/A
수능 전전날 영어,경북대가가고싶어요,2024.11.12.,227,N/A
N/A,경북대가가고싶어요,N/A,N/A,N/A
투표해주세요,0625학번,2024.11.12.,61,N/A
N/A,0625학번,N/A,N/A,N/A
우주상향대학이,숭실대너밖에없다,2024.11.12.,714,N/A
N/A,숭실대너밖에없다,N/A,N/A,N/A
[고연대 수시] 안녕하세요,3합5comestrue,2024.11.12.,450,N/A
N/A,3합5comestrue,N/A,N/A,N/A
경기대 메리트,노력형 고3,2024.11.12.,497,N/A
N/A,노력형 고3,N/A,N/A,N/A
한서대 무인항공 vs 인하공전 항공기계,qkrtjfgk,2024.11.12.,85,N/A
N/A,qkrtjfgk,N/A,N/A,N/A
신한대 예비,Ningx2,2024.11.12.,252,N/A
N/A,Ningx2,N/A,N/A,N/A
둘 중 하나 좀 골라줘여 ㅜ,합격하셧슴니다,2024.11.12.,370,N/A
N/A,합격하셧슴니다,N/A,N/A,N/A
동국대에게,앸옹,2024.11.12.,799,N/A
N/A,앸옹,N/A,N/A,N/A
건국 숭실 제발..,MANGOJAM,2024.11.12.,560,N/A
N/A,MANGOJAM,N/A,N/A,N/A
망한 첫입시 이야기..,민웆,2024.11.12.,635,N/A
N/A,민웆,N/A,N/A,N/A
생윤 잘하시는분?!질문 드릴게 있어요,와으,2024.11.12.,134,N/A
N/A,와으,N/A,N/A,N/A
[경기] 대진대 영화과 vs 수원대 영화과,안녕하세요ㅇㅎ,2024.11.12.,212,N/A
N/A,안녕하세요ㅇㅎ,N/A,N/A,N/A
경기대 서양화,재수가 뭐죠,2024.11.12.,213,N/A
N/A,재수가 뭐죠,N/A,N/A,N/A
미칠것같다,lllllllllllllliliiii,2024.11.12.,783,N/A
N/A,lllllllllllllliliiii,N/A,N/A,N/A
현역 3광탈,rywww,2024.11.12.,703,N/A
N/A,rywww,N/A,N/A,N/A
동국대 1차 언제 볼까요,스폰,2024.11.12.,779,N/A
N/A,스폰,N/A,N/A,N/A
덕성여대1차합격 내신 표준편차,예깜이,2024.11.12.,261,N/A
N/A,예깜이,N/A,N/A,N/A
백석대,Dnfrhtlven,2024.11.12.,146,N/A
N/A,Dnfrhtlven,N/A,N/A,N/A
한경국립대 동물생명과학,더네비,2024.11.12.,123,N/A
N/A,더네비,N/A,N/A,N/A
계원예대 질문,수시러합격기원100000,2024.11.12.,258,N/A
N/A,수시러합격기원100000,N/A,N/A,N/A
인하대 통계학과,먀먀묭묭,2024.11.12.,305,N/A
N/A,먀먀묭묭,N/A,N/A,N/A
들떠있는동안 1시간이 걍 사라졌네,liilllillill,2024.11.12.,591,N/A
N/A,liilllillill,N/A,N/A,N/A
동국대는 인재를 잃었군요,일콜,2024.11.12.,1198,N/A
N/A,일콜,N/A,N/A,N/A
인하대 디자인융합,1O3O,2024.11.12.,408,N/A
N/A,1O3O,N/A,N/A,N/A
성신여대 환불,성신나에게로와,2024.11.12.,464,N/A
N/A,성신나에게로와,N/A,N/A,N/A
혹시 고등학교 여쭤봐도 될까요?ㅡㅜ,라라로라33,2024.11.12.,373,N/A
N/A,라라로라33,N/A,N/A,N/A
2지망 동국대1차합격ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,와깅깅,2024.11.12.,2474,N/A
N/A,와깅깅,N/A,N/A,N/A
[빠지실분] 한세대 농어촌 빠지시는 분 있을까요..?,핑크소세지,2024.11.12.,42,N/A
N/A,핑크소세지,N/A,N/A,N/A
4예비 1광탈,serenitas,2024.11.12.,398,N/A
N/A,serenitas,N/A,N/A,N/A
인하대 1차,인서울제발가보자고,2024.11.12.,624,N/A
N/A,인서울제발가보자고,N/A,N/A,N/A
한세대,말차쿠키콘맛,2024.11.12.,211,N/A
N/A,말차쿠키콘맛,N/A,N/A,N/A
동국대 광고홍보 1차합!!!,삼개,2024.11.12.,708,N/A
N/A,삼개,N/A,N/A,N/A
동국대 화학과 1차합격했습니다!,불균일동질결합성고체,2024.11.12.,685,N/A
N/A,불균일동질결합성고체,N/A,N/A,N/A
나무아카데미 국어 파이널 모고1,고추삼,2024.11.12.,19,N/A
N/A,고추삼,N/A,N/A,N/A
동국대 산업시스템공학 붙엇어요,산공가고시퍽,2024.11.12.,311,N/A
N/A,산공가고시퍽,N/A,N/A,N/A
한성대 동양화,imjki,2024.11.12.,185,N/A
N/A,imjki,N/A,N/A,N/A
인하대 1차 합격ㅜ,김김정정우우,2024.11.12.,528,N/A
N/A,김김정정우우,N/A,N/A,N/A
인하대 식영 합 불합 하신분,제발합격플리쥬,2024.11.12.,422,N/A
N/A,제발합격플리쥬,N/A,N/A,N/A
전공선택에 도움이 되면 좋겠어서 글 써봤습니다! 앞으로 소소하게 자주 쓸 예정이니 관심있으면 한 번씩 봐주세요,불꽃독수리,2024.11.12.,261,N/A
N/A,불꽃독수리,N/A,N/A,N/A
[동국대] 동국대 납부,llililiilillliilli,2024.11.12.,412,N/A
N/A,llililiilillliilli,N/A,N/A,N/A
동국대진짜,iilililllilililillli,2024.11.12.,893,N/A
N/A,iilililllilililillli,N/A,N/A,N/A
세명대 간호 예비 1n번,Yeerg,2024.11.12.,108,N/A
N/A,Yeerg,N/A,N/A,N/A
점공 정시가 수시보다 더 정확하나요?…,콜콜콜ㅇ,2024.11.12.,259,N/A
N/A,콜콜콜ㅇ,N/A,N/A,N/A
청주대 관광경영,지유노츠바사,2024.11.12.,371,N/A
N/A,지유노츠바사,N/A,N/A,N/A
아..붙은사람들 너무부럽다...,Aㅏ멘,2024.11.12.,458,N/A
N/A,Aㅏ멘,N/A,N/A,N/A
대학순위,수시대박쨩쨩하자,2024.11.12.,632,N/A
N/A,수시대박쨩쨩하자,N/A,N/A,N/A
어~ 동국대 붙여줘도 안 갈거였어,중앙대철학과보내줘,2024.11.12.,1422,N/A
N/A,중앙대철학과보내줘,N/A,N/A,N/A
4광탈인데 어떡하죠 진짜..,02872,2024.11.12.,1079,N/A
N/A,02872,N/A,N/A,N/A
[교대 수시] 특성화고생 광주교대 면접 준비,1지망붙게해줘제발,2024.11.12.,340,N/A
N/A,1지망붙게해줘제발,N/A,N/A,N/A
[동국대] 1차 합격,sjanjsep0p1,2024.11.12.,1104,N/A
N/A,sjanjsep0p1,N/A,N/A,N/A
동국대 1차 합격🍀,예엥이,2024.11.12.,493,N/A
N/A,예엥이,N/A,N/A,N/A
[동국대] 동국대 1차 합,아기부엉이25,2024.11.12.,992,N/A
N/A,아기부엉이25,N/A,N/A,N/A
동덕 성신,대학가자작,2024.11.12.,1265,N/A
N/A,대학가자작,N/A,N/A,N/A
동국대 1차 합격했습니다,liiililillillil,2024.11.12.,834,N/A
N/A,liiililillillil,N/A,N/A,N/A
동국대는 인재를 놓쳤다,쌀밥공주,2024.11.12.,376,N/A
N/A,쌀밥공주,N/A,N/A,N/A
동국대 나왔네요 1차,와네요,2024.11.12.,386,N/A
N/A,와네요,N/A,N/A,N/A
머지않아 밝게 빛나리,머지않아 밝게 빛나리,2024.11.12.,78,N/A
N/A,머지않아 밝게 빛나리,N/A,N/A,N/A
동국대 화생공 1차 붙으신 분..,모먀먕,2024.11.12.,374,N/A
N/A,모먀먕,N/A,N/A,N/A
청주대 시디 예비,djeoekbekwk,2024.11.12.,219,N/A
N/A,djeoekbekwk,N/A,N/A,N/A
동국대 조발 문자 다 주는건가요?,오이22,2024.11.12.,1103,N/A
N/A,오이22,N/A,N/A,N/A
인하대 동국대 너네 둘 다ㅋㅋ,지 창민,2024.11.12.,1195,N/A
N/A,지 창민,N/A,N/A,N/A
[공부인증] 수학 영어 과탐 반영 전자공학과 정시 있나요??,일점구,2024.11.12.,8,N/A
N/A,일점구,N/A,N/A,N/A
[동국대] 동국대 1차 붙었습니다 ㅠㅠ,27964258632685425795,2024.11.12.,1261,N/A
N/A,27964258632685425795,N/A,N/A,N/A
어느 학교가 더 나은가요?,법학과25학번,2024.11.12.,559,N/A
N/A,법학과25학번,N/A,N/A,N/A
동국대 컴퓨터ai학부 1차 불합했습니다!,8ㅡ3,2024.11.12.,752,N/A
N/A,8ㅡ3,N/A,N/A,N/A
한경국립대 지균 법경영학 최초합,플러스마이너수,2024.11.12.,229,N/A
N/A,플러스마이너수,N/A,N/A,N/A
청주대 패션 교과 예비 얼마나 돌까요..?,25가자25가자,2024.11.12.,111,N/A
N/A,25가자25가자,N/A,N/A,N/A
남서울광홍질문🥲🥲,집가고싶드,2024.11.12.,31,N/A
N/A,집가고싶드,N/A,N/A,N/A
검고치고 4광탈,경희대시디과지망생,2024.11.12.,333,N/A
N/A,경희대시디과지망생,N/A,N/A,N/A
동국대,yk199999,2024.11.12.,1021,N/A
N/A,yk199999,N/A,N/A,N/A
싱어 해외원조,대학 딱,2024.11.12.,43,N/A
N/A,대학 딱,N/A,N/A,N/A
동국대 생명과학과 두드림 1차 합격 붙으신분,흠냐링ㅣㄹ,2024.11.12.,753,N/A
N/A,흠냐링ㅣㄹ,N/A,N/A,N/A
중부대 추가 합격 예비,유병재누렁니빨,2024.11.12.,93,N/A
N/A,유병재누렁니빨,N/A,N/A,N/A
한경대 전년도 추합,illilililllll,2024.11.12.,241,N/A
N/A,illilililllll,N/A,N/A,N/A
동국대 떴어요!!!,꿀호박고구마,2024.11.12.,973,N/A
N/A,꿀호박고구마,N/A,N/A,N/A
인하대 면접 이리와.,독갱,2024.11.12.,293,N/A
N/A,독갱,N/A,N/A,N/A
협성대 예비,고망고,2024.11.12.,409,N/A
N/A,고망고,N/A,N/A,N/A
남서울대 광홍 예비…🥹,아아윽ㄱ,2024.11.12.,107,N/A
N/A,아아윽ㄱ,N/A,N/A,N/A
인하대 건축 1차합,CATHAIR,2024.11.12.,884,N/A
N/A,CATHAIR,N/A,N/A,N/A
인하대 디텍 1차,uuminxx,2024.11.12.,176,N/A
N/A,uuminxx,N/A,N/A,N/A
인하대 건축 등급컷,cmcmmccha,2024.11.12.,387,N/A
N/A,cmcmmccha,N/A,N/A,N/A
[빠지실분] 청주대 영화영상학과 예비 35번 가능성있나요 ㅠㅠㅠㅠ,ebe,2024.11.12.,100,N/A
N/A,ebe,N/A,N/A,N/A
인하대 전기전자,ililllllliiiiiil,2024.11.12.,417,N/A
N/A,ililllllliiiiiil,N/A,N/A,N/A
남서울 치위생 붙으신 분 계신가요?,농담곰00,2024.11.12.,223,N/A
N/A,농담곰00,N/A,N/A,N/A
청주대,최저맞춰야된다무조껀,2024.11.12.,316,N/A
N/A,최저맞춰야된다무조껀,N/A,N/A,N/A
국민대 vs 숙명여대,아제발대학교,2024.11.12.,813,N/A
N/A,아제발대학교,N/A,N/A,N/A
남서울대 치위생,빵떡먹고싶음ㅁ,2024.11.12.,429,N/A
N/A,빵떡먹고싶음ㅁ,N/A,N/A,N/A
청주대 디미디,미땅이,2024.11.12.,280,N/A
N/A,미땅이,N/A,N/A,N/A
인하대 1차,대학사랑나라사랑,2024.11.12.,441,N/A
N/A,대학사랑나라사랑,N/A,N/A,N/A
"학원, 문제집 아무것도 없이 공부하는 방법",smk08,2024.11.12.,165,N/A
N/A,smk08,N/A,N/A,N/A
인하대vs상명대,ㅇㅐ용,2024.11.12.,529,N/A
N/A,ㅇㅐ용,N/A,N/A,N/A
2점 중반 수시,차차차엉,2024.11.12.,469,N/A
N/A,차차차엉,N/A,N/A,N/A
생윤 요나스,lllliillil,2024.11.12.,67,N/A
N/A,lllliillil,N/A,N/A,N/A
인하대 합격 ㅎㅎ,경희대 가고싶다 진짜,2024.11.12.,780,N/A
N/A,경희대 가고싶다 진짜,N/A,N/A,N/A
한경대 제발 예비,껌질겅,2024.11.12.,268,N/A
N/A,껌질겅,N/A,N/A,N/A
인하대 국제통상..ㅋㅋ,뿌헤에에에엥,2024.11.12.,507,N/A
N/A,뿌헤에에에엥,N/A,N/A,N/A
동국대 발표 3시간 남았네요 ~ 동국대에서 동국대 관련 질문받습니다~ 모두 1차 붙길 바라요°!!,인서울수학과,2024.11.12.,1348,N/A
N/A,인서울수학과,N/A,N/A,N/A
테러준비합니다,ㅡㅠㅡ88,2024.11.12.,603,N/A
N/A,ㅡㅠㅡ88,N/A,N/A,N/A
인하대랑 성신여대 사회교육과 둘 다 붙으신 분 있나요,jhfusisjcus,2024.11.12.,522,N/A
N/A,jhfusisjcus,N/A,N/A,N/A
인하대 1차 합격!,미디설대고,2024.11.12.,698,N/A
N/A,미디설대고,N/A,N/A,N/A
[미대 수시] 효과있는 소원 비는법 알려주세요.제발,딸기좋아합,2024.11.12.,167,N/A
N/A,딸기좋아합,N/A,N/A,N/A
인하대 수학과,gxhdhdaht,2024.11.12.,206,N/A
N/A,gxhdhdaht,N/A,N/A,N/A
인하대 1차합!!,06현역 제발 건국대,2024.11.12.,882,N/A
N/A,06현역 제발 건국대,N/A,N/A,N/A
[미대 수시] 경기대 입체조형 쓰신분,대학가고십다아아,2024.11.12.,277,N/A
N/A,대학가고십다아아,N/A,N/A,N/A
수능 응시료 환불,새내기하기,2024.11.12.,358,N/A
N/A,새내기하기,N/A,N/A,N/A
[논술] 동국대 논술,땅콩이에용,2024.11.12.,357,N/A
N/A,땅콩이에용,N/A,N/A,N/A
간호학과 원광대vs 남서울대,기내차기,2024.11.12.,187,N/A
N/A,기내차기,N/A,N/A,N/A
2025 수능,현역 수시러ㅓ,2024.11.12.,160,N/A
N/A,현역 수시러ㅓ,N/A,N/A,N/A
인하대,vovovoxoxoxovoxvov,2024.11.12.,804,N/A
N/A,vovovoxoxoxovoxvov,N/A,N/A,N/A
경대 미대 본캠 내신,fourleaf,2024.11.12.,230,N/A
N/A,fourleaf,N/A,N/A,N/A
생윤 롤스의 고통받는 사회 기준이..,sksjsn,2024.11.12.,159,N/A
N/A,sksjsn,N/A,N/A,N/A
인하대 1차 합격 제발🍀🍀,25학번 성공,2024.11.12.,706,N/A
N/A,25학번 성공,N/A,N/A,N/A
동덕여대 앙트 최초합했어요🥹,구름소다,2024.11.12.,1176,N/A
N/A,구름소다,N/A,N/A,N/A
서울여대,두바이찹쌀떡,2024.11.12.,241,N/A
N/A,두바이찹쌀떡,N/A,N/A,N/A
청주대 붙게 해주세요ㅠㅠㅠ,고삼이 되,2024.11.12.,269,N/A
N/A,고삼이 되,N/A,N/A,N/A
인하대 아주대 하나라도 붙게 해주세요,하나라도가게만해다오,2024.11.12.,675,N/A
N/A,하나라도가게만해다오,N/A,N/A,N/A
[입시] 대치동 일반고/전사고 교사 출신 선생님이 알려주는 2028 대입 개편안과 예비고1 상위권 학습 가이드,영어다현쌤,2024.11.12.,88,N/A
N/A,영어다현쌤,N/A,N/A,N/A
[빠지실분] 남서울대 일반 보건행정,이크크롱,2024.11.12.,202,N/A
N/A,이크크롱,N/A,N/A,N/A
제발 청주대 합격주세요 ㅠㅠㅠ 🍀🍀🍀🍀🍀,0625학번,2024.11.12.,249,N/A
N/A,0625학번,N/A,N/A,N/A
사문 정보사회에서 중앙집권화 정도가 낮은게 맞나요?,아아아ㅏ아아아아아ㅏ,2024.11.12.,89,N/A
N/A,아아아ㅏ아아아아아ㅏ,N/A,N/A,N/A
인하대 1차,절밍이,2024.11.12.,1070,N/A
N/A,절밍이,N/A,N/A,N/A
남서울대 스포츠비즈니스학과,Oolill,2024.11.12.,88,N/A
N/A,Oolill,N/A,N/A,N/A
물리치료학과 우송대vs선문대vs한국교통대,쪼잔잉,2024.11.12.,167,N/A
N/A,쪼잔잉,N/A,N/A,N/A
청주대 합격기원 ㅈㅂ,제발 날 붙여줘,2024.11.12.,205,N/A
N/A,제발 날 붙여줘,N/A,N/A,N/A
🍀기받아가세용🍀,psb061213,2024.11.12.,531,N/A
N/A,psb061213,N/A,N/A,N/A
파이널 실전모고 영어 난이도,llililiilililllil,2024.11.12.,90,N/A
N/A,llililiilililllil,N/A,N/A,N/A
수시 6광탈 예약?,llIllIlIlIIllllllI,2024.11.12.,924,N/A
N/A,llIllIlIlIIllllllI,N/A,N/A,N/A
동덕여대 화이팅,관랑햐,2024.11.12.,327,N/A
N/A,관랑햐,N/A,N/A,N/A
한지 세지,Yyyyaho,2024.11.12.,155,N/A
N/A,Yyyyaho,N/A,N/A,N/A
남서울대 휴먼케어학과,고3최저러,2024.11.12.,77,N/A
N/A,고3최저러,N/A,N/A,N/A
면접 지원동기 봐주실 분...ㅜㅜㅜ,현역으로 가자 제발ㅜ,2024.11.12.,259,N/A
N/A,현역으로 가자 제발ㅜ,N/A,N/A,N/A
인하대 간호 쓰신분ㅠㅠㅠ,남흐,2024.11.12.,536,N/A
N/A,남흐,N/A,N/A,N/A
부산교대vs광주교대,108배 48일차 S2,2024.11.12.,839,N/A
N/A,108배 48일차 S2,N/A,N/A,N/A
수시2차 전문대 추천부탁드립니다,다리달빛,2024.11.12.,150,N/A
N/A,다리달빛,N/A,N/A,N/A
[건대] KU 자추 15일 발표,iiijjjiiillliiijli,2024.11.12.,501,N/A
N/A,iiijjjiiillliiijli,N/A,N/A,N/A
가천대vs전북대,소녀대학가자,2024.11.12.,481,N/A
N/A,소녀대학가자,N/A,N/A,N/A
인가대 작년 추합,냅다던져,2024.11.12.,268,N/A
N/A,냅다던져,N/A,N/A,N/A
남서울대 예비,89milee,2024.11.12.,269,N/A
N/A,89milee,N/A,N/A,N/A
"[서울권] (강남역, 현 고2 대상) 논술 선행준비반을 모집합니다.",논필력,2024.11.12.,73,N/A
N/A,논필력,N/A,N/A,N/A
송*승 학생의 동국대학교 1차 합격을 축하합니다.,jqe1030,2024.11.12.,934,N/A
N/A,jqe1030,N/A,N/A,N/A
불교 믿는 사람은 못 가는 대학교..😭,미적분필,2024.11.12.,770,N/A
N/A,미적분필,N/A,N/A,N/A
간호 학교 골라주세요,assertive girl,2024.11.12.,514,N/A
N/A,assertive girl,N/A,N/A,N/A
호서대,크런치땅콩버터,2024.11.12.,128,N/A
N/A,크런치땅콩버터,N/A,N/A,N/A
동국대 대박 합격 기원,songhaseung,2024.11.12.,254,N/A
N/A,songhaseung,N/A,N/A,N/A
남서울대 뜨거운합격,허헛ㅎㅎㅎㅎ합끄어력,2024.11.12.,763,N/A
N/A,허헛ㅎㅎㅎㅎ합끄어력,N/A,N/A,N/A
한밭대 공학건설학부 지원한 분들!!ㅜㅜ성적 공유해요,합격하게해주십쇼,2024.11.12.,174,N/A
N/A,합격하게해주십쇼,N/A,N/A,N/A
[윤사] 공자,illuluilulil,2024.11.12.,39,N/A
N/A,illuluilulil,N/A,N/A,N/A
노벤데 12월 선행 독재반 가는게 좋을까요 못들어가는거면 어카죠,목요일이 제일 조아,2024.11.12.,35,N/A
N/A,목요일이 제일 조아,N/A,N/A,N/A
남서울...치위생..,구허세,2024.11.12.,238,N/A
N/A,구허세,N/A,N/A,N/A
지금까지 대학 어디 발표났어요?,0E5,2024.11.12.,623,N/A
N/A,0E5,N/A,N/A,N/A
남서울대 임병 사배자 예비,raonn,2024.11.12.,70,N/A
N/A,raonn,N/A,N/A,N/A
[미대 수시] 백석대 예비,앵두아저씨,2024.11.12.,275,N/A
N/A,앵두아저씨,N/A,N/A,N/A
세계지리 급한질문 경도나오는기출문제,Real Love,2024.11.12.,65,N/A
N/A,Real Love,N/A,N/A,N/A
남서울대 임상병리 예비,Iijlilllijlijjl,2024.11.12.,244,N/A
N/A,Iijlilllijlijjl,N/A,N/A,N/A
남서울대 간호 기초차상위,아름과사랑,2024.11.12.,87,N/A
N/A,아름과사랑,N/A,N/A,N/A
남서울대 치위생 예비,nyann,2024.11.12.,351,N/A
N/A,nyann,N/A,N/A,N/A
남서울대 경영학과 예비,ㄷㅋ이,2024.11.12.,65,N/A
N/A,ㄷㅋ이,N/A,N/A,N/A
인하대 좋은 학교 아닌가요??,경희국합격제발,2024.11.12.,1170,N/A
N/A,경희국합격제발,N/A,N/A,N/A
남서울대 임병 예비,iilliililil,2024.11.12.,183,N/A
N/A,iilliililil,N/A,N/A,N/A
[문제질문] 롤스 노직 응분의 자격,담옝,2024.11.12.,128,N/A
N/A,담옝,N/A,N/A,N/A
남서울대학교 기균 치위생학과,큐찌,2024.11.12.,127,N/A
N/A,큐찌,N/A,N/A,N/A
동덕우주예비,lillillilllllliiiiii,2024.11.12.,1354,N/A
N/A,lillillilllllliiiiii,N/A,N/A,N/A
남서울대 사회복지학과 예비,아이고구마,2024.11.12.,82,N/A
N/A,아이고구마,N/A,N/A,N/A
가천대 면접 시간 질문,하헤히호후핳,2024.11.12.,448,N/A
N/A,하헤히호후핳,N/A,N/A,N/A
나사렛대 간호 글로컬인재 최초합,먀오오웅,2024.11.12.,245,N/A
N/A,먀오오웅,N/A,N/A,N/A
[빠지실분] 나사렛대 창의융합 간호학과 빠지실 분 계신가요?,나무늘보됴아,2024.11.12.,79,N/A
N/A,나무늘보됴아,N/A,N/A,N/A
고대 학추 최저,liliilllllllliii,2024.11.12.,351,N/A
N/A,liliilllllllliii,N/A,N/A,N/A
동덕여대 말 많은거 같은데,ㄱㄱㄱㄱㅅ,2024.11.12.,2234,N/A
N/A,ㄱㄱㄱㄱㅅ,N/A,N/A,N/A
연세대 농어촌정시 수능 몇점이면 합격 가능할까?,광릉한샘기숙학원1,2024.11.12.,121,N/A
N/A,광릉한샘기숙학원1,N/A,N/A,N/A
나사렛대 예비 빠질까요?,6합격하게해주세요,2024.11.12.,254,N/A
N/A,6합격하게해주세요,N/A,N/A,N/A
순천향대 중국학과 vs 한림대 중국학과,우주상향수시러,2024.11.12.,105,N/A
N/A,우주상향수시러,N/A,N/A,N/A
사문 질문잇어요,Fudh,2024.11.12.,153,N/A
N/A,Fudh,N/A,N/A,N/A
안녕하세요,우롱차2,2024.11.12.,19,N/A
N/A,우롱차2,N/A,N/A,N/A
국어 풀다가 현타…,25학번,2024.11.12.,314,N/A
N/A,25학번,N/A,N/A,N/A
[미대 수시] 동덕실내,hhhhhhili,2024.11.12.,812,N/A
N/A,hhhhhhili,N/A,N/A,N/A
나사렛대 임병 예비,먼지꽃,2024.11.12.,217,N/A
N/A,먼지꽃,N/A,N/A,N/A
여대인데 야간학과(만학도전형) 한정으로 남학생도 받는 대학,하위권학생입시도우미,2024.11.12.,406,N/A
N/A,하위권학생입시도우미,N/A,N/A,N/A
가기 전에 그냥 3~4문단 제대로 읽는 연습 해야지 걍,자퇴생눈설탕,2024.11.12.,99,N/A
N/A,자퇴생눈설탕,N/A,N/A,N/A
작수 ㅜ국어 푸명서 쉽다고 느끼고 10분 남았으면,유후룰,2024.11.12.,204,N/A
N/A,유후룰,N/A,N/A,N/A
동국대 기 받아가세요,blnz,2024.11.12.,3523,N/A
N/A,blnz,N/A,N/A,N/A
"전문대 치위생과 나오면 취업,,",미래를향해성,2024.11.12.,273,N/A
N/A,미래를향해성,N/A,N/A,N/A
미대 면접준비,25학번이되,2024.11.12.,222,N/A
N/A,25학번이되,N/A,N/A,N/A
인하대,유교과25학번이되,2024.11.12.,946,N/A
N/A,유교과25학번이되,N/A,N/A,N/A
제 노력이 부족했을까요,펄,2024.11.12.,758,N/A
N/A,펄,N/A,N/A,N/A
입시에 욕심도 없고 절실함이 없는 딸 아이가 밉습니다...,뽈뽈77,2024.11.12.,5282,N/A
N/A,뽈뽈77,N/A,N/A,N/A
동덕 패디,ㅁㄷㅇㅅ,2024.11.12.,673,N/A
N/A,ㅁㄷㅇㅅ,N/A,N/A,N/A
인하대 조발 가능성,이오이또리,2024.11.12.,1682,N/A
N/A,이오이또리,N/A,N/A,N/A
사문 질문,롲으,2024.11.12.,117,N/A
N/A,롲으,N/A,N/A,N/A
수능 때 신분증 필수 맞죠?ㅠㅠ,AoxoA,2024.11.12.,1060,N/A
N/A,AoxoA,N/A,N/A,N/A
병결 진료서 치과 가능?,딩클,2024.11.12.,243,N/A
N/A,딩클,N/A,N/A,N/A
전문대 2차 보건계열에 문과가 지원,빵빵또,2024.11.12.,116,N/A
N/A,빵빵또,N/A,N/A,N/A
올해 수학(확통) 등급컷 어느정도 예상하시나요?,5ft11in,2024.11.12.,100,N/A
N/A,5ft11in,N/A,N/A,N/A
영어 난이도,일이이공,2024.11.12.,465,N/A
N/A,일이이공,N/A,N/A,N/A
문학 연계 공부,lllliillliki,2024.11.12.,188,N/A
N/A,lllliillliki,N/A,N/A,N/A
인하대 문자,경희국합격제발,2024.11.12.,1450,N/A
N/A,경희국합격제발,N/A,N/A,N/A
인하대 1차,kkdh0604,2024.11.12.,828,N/A
N/A,kkdh0604,N/A,N/A,N/A
탐구 시험 전에,코타키나발루,2024.11.12.,85,N/A
N/A,코타키나발루,N/A,N/A,N/A
"[자료] [세계지리,세지]2025학년도 수능 대비 비그늘 모의고사",rainshadow,2024.11.12.,270,N/A
N/A,rainshadow,N/A,N/A,N/A
[입시] 수능 만점자도 모르는 수능 휴식시간 활용법!!,스밴,2024.11.12.,690,N/A
N/A,스밴,N/A,N/A,N/A
엄마가 화내네요…,대학붙여주세요제발ㅇ,2024.11.12.,5270,N/A
N/A,대학붙여주세요제발ㅇ,N/A,N/A,N/A
대학 골라주세요ㅜ,제발가노,2024.11.12.,710,N/A
N/A,제발가노,N/A,N/A,N/A
수능날 5시 기상...,hiiiiiml,2024.11.12.,919,N/A
N/A,hiiiiiml,N/A,N/A,N/A
동덕 발표,예이이ㅣ,2024.11.12.,803,N/A
N/A,예이이ㅣ,N/A,N/A,N/A
"동방예대 정시 추합, 성적",기현이아줌마,2024.11.12.,150,N/A
N/A,기현이아줌마,N/A,N/A,N/A
수능 수학 백분위 99 의대생 과외모집합니다,lllilliiililiililll,2024.11.12.,262,N/A
N/A,lllilliiililiililll,N/A,N/A,N/A
종료 예비령 문의,sandra0109,2024.11.12.,299,N/A
N/A,sandra0109,N/A,N/A,N/A
수능전날 예비소집 필수인가요?,구독과좋아요,2024.11.12.,1730,N/A
N/A,구독과좋아요,N/A,N/A,N/A
남서울 간호,정정장저어덩,2024.11.12.,404,N/A
N/A,정정장저어덩,N/A,N/A,N/A
공부 집중 안될때 뭐하시나요?,이것도못해,2024.11.12.,371,N/A
N/A,이것도못해,N/A,N/A,N/A
최저,tkdaudeodmfwleoqnxrp,2024.11.12.,110,N/A
N/A,tkdaudeodmfwleoqnxrp,N/A,N/A,N/A
일반고(정말정말 평반고) 내신 2점 중반대 건동홍숙 라인 가능성 있을까요?,건대내건데,2024.11.12.,951,N/A
N/A,건대내건데,N/A,N/A,N/A
제발 붙었으면 🍀,내가다이겨우하하,2024.11.12.,279,N/A
N/A,내가다이겨우하하,N/A,N/A,N/A
바이브온 기준 학종 합격가능성,꼬마호랑,2024.11.12.,370,N/A
N/A,꼬마호랑,N/A,N/A,N/A
생윤ㅠㅠ,zxcd,2024.11.12.,161,N/A
N/A,zxcd,N/A,N/A,N/A
심리학 사회복지,성은1022,2024.11.12.,47,N/A
